i18n_河北省,i18n_唐山市,i18n_遵化市,40.137901,117.957639,north
i18n_河北省,i18n_唐山市,i18n_迁安市,40.040443,118.686955,north
i18n_河北省,i18n_秦皇岛市,i18n_海港区,39.98878,119.577617,north
i18n_河北省,i18n_秦皇岛市,i18n_山海关区,40.0329,119.713616,north
i18n_河北省,i18n_秦皇岛市,i18n_北戴河区,39.854293,119.479321,north
i18n_河北省,i18n_秦皇岛市,i18n_青龙满族自治县,40.35365,119.137582,north
i18n_河北省,i18n_秦皇岛市,i18n_昌黎县,39.638021,119.094621,north
i18n_河北省,i18n_秦皇岛市,i18n_抚宁县,.012967,119.3951,north
i18n_河北省,i18n_秦皇岛市,i18n_卢龙县,39.920978,118.985564,north
i18n_河北省,i18n_邯郸市,i18n_邯山区,6.536153,114.46929,north
i18n_河北省,i18n_邯郸市,i18n_丛台区,36.637215,114.511068,north
i18n_河北省,i18n_邯郸市,i18n_复兴区,36.610369,114.448095,north
i18n_河北省,i18n_邯郸市,i18n_峰峰矿区,36.474685,114.190422,north
i18n_河北省,i18n_邯郸市,i18n_邯郸县,36.620347,114.494486,north
i18n_河北省,i18n_邯郸市,i18n_临漳县,36.266142,114.586944,north
i18n_河北省,i18n_邯郸市,i18n_成安县,36.428151,114.704775,north
i18n_河北省,i18n_邯郸市,i18n_大名县,36.309544,115.248635,north
i18n_河北省,i18n_邯郸市,i18n_涉县,36.598105,113.742914,north
i18n_河北省,i18n_邯郸市,i18n_磁县,36.406731,114.255101,north
i18n_河北省,i18n_邯郸市,i18n_肥乡县,36.577261,114.836905,north
i18n_河北省,i18n_邯郸市,i18n_永年县,36.7702,114.641602,north
i18n_河北省,i18n_邯郸市,i18n_邱县,36.79727,115.206702,north
i18n_河北省,i18n_邯郸市,i18n_鸡泽县,36.873677,114.869566,north
i18n_河北省,i18n_邯郸市,i18n_广平县,36.511926,115.020874,north
i18n_河北省,i18n_邯郸市,i18n_馆陶县,36.618537,115.299157,north
i18n_河北省,i18n_邯郸市,i18n_魏县,250568,114.936,north
i18n_河北省,i18n_邯郸市,i18n_曲周县,36.752651,115.038532,north
i18n_河北省,i18n_邯郸市,i18n_武安市,36.748995,114.058334,north
i18n_河北省,i18n_邢台市,i18n_桥东区,38.06339,114.510784,north
i18n_河北省,i18n_邢台市,i18n_桥西区,8.033365,114.43814,north
i18n_河北省,i18n_邢台市,i18n_邢台县,37.152422,114.167744,north
i18n_河北省,i18n_邢台市,i18n_临城县,37.463138,114.384665,north
i18n_河北省,i18n_邢台市,i18n_内丘县,37.300525,114.530622,north
i18n_河北省,i18n_邢台市,i18n_柏乡县,37.517418,114.707424,north
i18n_河北省,i18n_邢台市,i18n_隆尧县,37.364688,114.792916,north
i18n_河北省,i18n_邢台市,i18n_任县,37.17463,114.769967,north
i18n_河北省,i18n_邢台市,i18n_南和县,37.016964,114.753089,north
i18n_河北省,i18n_邢台市,i18n_宁晋县,37.612087,115.021678,north
i18n_河北省,i18n_邢台市,i18n_巨鹿县,37.278679,115.058886,north
i18n_河北省,i18n_邢台市,i18n_新河县,37.499363,115.257204,north
i18n_河北省,i18n_邢台市,i18n_广宗县,37.083549,115.198173,north
i18n_河北省,i18n_邢台市,i18n_平乡县,37.05611,115.004819,north
i18n_河北省,i18n_邢台市,i18n_威县,37.078395,115.387725,north
i18n_河北省,i18n_邢台市,i18n_清河县,7.04053,115.69159,north
i18n_河北省,i18n_邢台市,i18n_临西县,36.858027,115.528441,north
i18n_河北省,i18n_邢台市,i18n_南宫市,7.286427,115.47941,north
i18n_河北省,i18n_邢台市,i18n_沙河市,36.938635,114.283093,north
i18n_河北省,i18n_保定市,i18n_新市区,38.881183,115.412245,north
i18n_河北省,i18n_保定市,i18n_北市区,38.897511,115.532912,north
i18n_河北省,i18n_保定市,i18n_南市区,38.821877,115.484784,north
i18n_河北省,i18n_保定市,i18n_满城县,38.970233,115.277554,north
i18n_河北省,i18n_保定市,i18n_清苑县,38.738336,115.493492,north
i18n_河北省,i18n_保定市,i18n_涞水县,39.616118,115.444628,north
